1,P1M4L2Q1q1,1
1,P1M4L2Q1q2,0
1,P1M4L2Q1q3,1
1,P1M4L2Q1q4,1
1,P1M4L2Q1q5,1
1,P1M4L2Q1q6,1
1,P1M4L2Q1q7,0
1,P1M4L2Q1q8,1
1,P1M4L2Q1q9,1
1,P1M4L2Q1q10,1
1,P1M4L2Q1TS,8
1,P1M4L1Q1q1,0
1,P1M4L1Q1q2,1
1,P1M4L1Q1q3,0
1,P1M4L1Q1q4,0
1,P1M4L1Q1q5,0
1,P1M4L1Q1q6,1
1,P1M4L1Q1q7,1
1,P1M4L1Q1q8,0
1,P1M4L1Q1q9,0
1,P1M4L1Q1q10,1
1,P1M4L1Q1TS,4
1,P1M4L3Q1q1,0
1,P1M4L3Q1q2,1
1,P1M4L3Q1q3,0
1,P1M4L3Q1q4,0
1,P1M4L3Q1q5,0
1,P1M4L3Q1q6,1
1,P1M4L3Q1q7,1
1,P1M4L3Q1q8,1
1,P1M4L3Q1q9,1
1,P1M4L3Q1q10,0
1,P1M4L3Q1TS,5
1,P1M3L2Q1q1,0
1,P1M3L2Q1q2,1
1,P1M3L2Q1q3,1
1,P1M3L2Q1q4,0
1,P1M3L2Q1q5,0
1,P1M3L2Q1q6,0
1,P1M3L2Q1q7,0
1,P1M3L2Q1q8,1
1,P1M3L2Q1q9,1
1,P1M3L2Q1q10,1
1,P1M3L2Q1TS,5
1,P1M3L3Q1q1,0
1,P1M3L3Q1q2,0
1,P1M3L3Q1q3,1
1,P1M3L3Q1q4,0
1,P1M3L3Q1q5,1
1,P1M3L3Q1q6,0
1,P1M3L3Q1q7,1
1,P1M3L3Q1q8,0
1,P1M3L3Q1q9,1
1,P1M3L3Q1q10,0
1,P1M3L3Q1TS,4
1,P1M3L1Q1q1,1
1,P1M3L1Q1q2,1
1,P1M3L1Q1q3,0
1,P1M3L1Q1q4,0
1,P1M3L1Q1q5,1
1,P1M3L1Q1q6,1
1,P1M3L1Q1q7,0
1,P1M3L1Q1q8,1
1,P1M3L1Q1q9,1
1,P1M3L1Q1q10,1
1,P1M3L1Q1TS,7
1,P1M2L2Q1q1,0
1,P1M2L2Q1q2,0
1,P1M2L2Q1q3,0
1,P1M2L2Q1q4,1
1,P1M2L2Q1q5,0
1,P1M2L2Q1q6,1
1,P1M2L2Q1q7,0
1,P1M2L2Q1q8,0
1,P1M2L2Q1q9,0
1,P1M2L2Q1q10,0
1,P1M2L2Q1TS,2
1,P1M2L3Q1q1,1
1,P1M2L3Q1q2,0
1,P1M2L3Q1q3,1
1,P1M2L3Q1q4,1
1,P1M2L3Q1q5,1
1,P1M2L3Q1q6,0
1,P1M2L3Q1q7,0
1,P1M2L3Q1q8,0
1,P1M2L3Q1q9,1
1,P1M2L3Q1q10,0
1,P1M2L3Q1TS,5
1,P1M2L1Q1q1,0
1,P1M2L1Q1q2,0
1,P1M2L1Q1q3,1
1,P1M2L1Q1q4,1
1,P1M2L1Q1q5,0
1,P1M2L1Q1q6,0
1,P1M2L1Q1q7,0
1,P1M2L1Q1q8,1
1,P1M2L1Q1q9,0
1,P1M2L1Q1q10,0
1,P1M2L1Q1TS,3
1,P1M1L3Q1q1,1
1,P1M1L3Q1q2,1
1,P1M1L3Q1q3,0
1,P1M1L3Q1q4,0
1,P1M1L3Q1q5,1
1,P1M1L3Q1q6,0
1,P1M1L3Q1q7,1
1,P1M1L3Q1q8,1
1,P1M1L3Q1q9,1
1,P1M1L3Q1q10,0
1,P1M1L3Q1TS,6
2,P1M2L1Q1q1,1
2,P1M2L1Q1q2,0
2,P1M2L1Q1q3,1
2,P1M2L1Q1q4,1
2,P1M2L1Q1q5,1
2,P1M2L1Q1q6,1
2,P1M2L1Q1q7,0
2,P1M2L1Q1q8,1
2,P1M2L1Q1q9,1
2,P1M2L1Q1q10,0
2,P1M2L1Q1TS,7
2,P1M2L2Q1q1,0
2,P1M2L2Q1q2,0
2,P1M2L2Q1q3,1
2,P1M2L2Q1q4,1
2,P1M2L2Q1q5,1
2,P1M2L2Q1q6,1
2,P1M2L2Q1q7,1
2,P1M2L2Q1q8,1
2,P1M2L2Q1q9,1
2,P1M2L2Q1q10,0
2,P1M2L2Q1TS,7
2,P1M2L3Q1q1,0
2,P1M2L3Q1q2,0
2,P1M2L3Q1q3,1
2,P1M2L3Q1q4,0
2,P1M2L3Q1q5,1
2,P1M2L3Q1q6,0
2,P1M2L3Q1q7,0
2,P1M2L3Q1q8,0
2,P1M2L3Q1q9,0
2,P1M2L3Q1q10,1
2,P1M2L3Q1TS,3
2,P1M1L1Q1q1,1
2,P1M1L1Q1q2,0
2,P1M1L1Q1q3,0
2,P1M1L1Q1q4,1
2,P1M1L1Q1q5,1
2,P1M1L1Q1q6,0
2,P1M1L1Q1q7,0
2,P1M1L1Q1q8,1
2,P1M1L1Q1q9,1
2,P1M1L1Q1q10,1
2,P1M1L1Q1TS,6
2,P1M1L3Q1q1,1
2,P1M1L3Q1q2,0
2,P1M1L3Q1q3,1
2,P1M1L3Q1q4,1
2,P1M1L3Q1q5,0
2,P1M1L3Q1q6,0
2,P1M1L3Q1q7,1
2,P1M1L3Q1q8,1
2,P1M1L3Q1q9,1
2,P1M1L3Q1q10,1
2,P1M1L3Q1TS,7
2,P1M1L2Q1q1,0
2,P1M1L2Q1q2,1
2,P1M1L2Q1q3,1
2,P1M1L2Q1q4,1
2,P1M1L2Q1q5,1
2,P1M1L2Q1q6,1
2,P1M1L2Q1q7,1
2,P1M1L2Q1q8,0
2,P1M1L2Q1q9,1
2,P1M1L2Q1q10,0
2,P1M1L2Q1TS,7
2,P1M4L1Q1q1,0
2,P1M4L1Q1q2,0
2,P1M4L1Q1q3,0
2,P1M4L1Q1q4,1
2,P1M4L1Q1q5,0
2,P1M4L1Q1q6,1
2,P1M4L1Q1q7,0
2,P1M4L1Q1q8,1
2,P1M4L1Q1q9,1
2,P1M4L1Q1q10,1
2,P1M4L1Q1TS,5
2,P1M4L2Q1q1,1
2,P1M4L2Q1q2,1
2,P1M4L2Q1q3,1
2,P1M4L2Q1q4,1
2,P1M4L2Q1q5,1
2,P1M4L2Q1q6,0
2,P1M4L2Q1q7,1
2,P1M4L2Q1q8,0
2,P1M4L2Q1q9,1
2,P1M4L2Q1q10,0
2,P1M4L2Q1TS,7
2,P1M3L1Q1q1,1
